real_in,imag_in,real_out,imag_out
-2.131382e-03, -1.050726e-03, 6.731971e-03, -1.794702e-01
-2.300066e-03, -1.182732e-03, 1.436644e-02, -1.897499e-01
-3.201144e-03, -1.338760e-03, 3.536329e-03, -2.523058e-01
-4.830721e-03, -1.316081e-03, -4.033507e-02, -3.612874e-01
-7.081897e-03, -9.236351e-04, -1.280205e-01, -5.038651e-01
-9.755280e-03, -7.483859e-06, -2.649399e-01, -6.614814e-01
-1.257618e-02, 1.527409e-03, -4.500806e-01, -8.118461e-01
-1.520819e-02, 3.699355e-03, -6.750762e-01, -9.308504e-01
-1.732036e-02, 6.444255e-03, -9.247034e-01, -9.971126e-01
-1.862255e-02, 9.618291e-03, -1.178545e+00, -9.948573e-01
-1.890616e-02, 1.301618e-02, -1.415244e+00, -9.167474e-01
-1.807347e-02, 1.639166e-02, -1.616060e+00, -7.644820e-01
-1.614521e-02, 1.947933e-02, -1.766658e+00, -5.478693e-01
-1.327672e-02, 2.202940e-02, -1.857524e+00, -2.839350e-01
-9.747089e-03, 2.383474e-02, -1.883385e+00, 5.163055e-03
-5.930407e-03, 2.475476e-02, -1.844131e+00, 2.922332e-01
-2.255810e-03, 2.472857e-02, -1.745790e+00, 5.476130e-01
8.336077e-04, 2.379325e-02, -1.601106e+00, 7.423575e-01
2.950345e-03, 2.206344e-02, -1.427459e+00, 8.513828e-01
3.804734e-03, 1.972124e-02, -1.244775e+00, 8.566309e-01
3.249532e-03, 1.698372e-02, -1.072707e+00, 7.509641e-01
1.300838e-03, 1.407441e-02, -9.273906e-01, 5.406765e-01
-1.878837e-03, 1.122696e-02, -8.207467e-01, 2.437856e-01
-5.983722e-03, 8.638363e-03, -7.583665e-01, -1.129170e-01
-1.059613e-02, 6.459510e-03, -7.399659e-01, -4.949214e-01
-1.522271e-02, 4.770510e-03, -7.585424e-01, -8.638604e-01
-1.934860e-02, 3.571208e-03, -7.984539e-01, -1.183139e+00
-2.250177e-02, 2.808351e-03, -8.385832e-01, -1.420581e+00
-2.428063e-02, 2.361930e-03, -8.607528e-01, -1.554927e+00
-2.440254e-02, 2.088348e-03, -8.544136e-01, -1.579919e+00
-2.277669e-02, 1.830186e-03, -8.073194e-01, -1.495872e+00
-1.953526e-02, 1.436559e-03, -7.028513e-01, -1.305964e+00
-1.498624e-02, 8.153350e-04, -5.364285e-01, -1.026557e+00
-9.551972e-03, -7.616080e-05, -3.201808e-01, -6.871518e-01
-3.750221e-03, -1.236738e-03, -7.075879e-02, -3.228002e-01
1.853764e-03, -2.627572e-03, 1.931000e-01, 2.673332e-02
6.714835e-03, -4.163770e-03, 4.484186e-01, 3.225304e-01
1.036142e-02, -5.719874e-03, 6.718307e-01, 5.336916e-01
1.244757e-02, -7.140095e-03, 8.420856e-01, 6.413434e-01
1.279535e-02, -8.266669e-03, 9.423669e-01, 6.389618e-01
1.141397e-02, -8.968120e-03, 9.631123e-01, 5.310208e-01
8.497991e-03, -9.164925e-03, 9.032207e-01, 3.317609e-01
4.405533e-03, -8.847044e-03, 7.707368e-01, 6.395983e-02
-3.813872e-04, -8.046178e-03, 5.802986e-01, -2.415535e-01
-5.311481e-03, -6.841498e-03, 3.525204e-01, -5.482062e-01
-9.823916e-03, -5.354868e-03, 1.127083e-01, -8.189930e-01
-1.340875e-02, -3.742560e-03, -1.121916e-01, -1.022422e+00
-1.566131e-02, -2.175702e-03, -2.970049e-01, -1.136180e+00
-1.632139e-02, -8.173304e-04, -4.217145e-01, -1.148265e+00
-1.530562e-02, 2.024419e-04, -4.741037e-01, -1.057019e+00
-1.271543e-02, 8.025931e-04, -4.503517e-01, -8.702348e-01
-8.819110e-03, 9.598349e-04, -3.557019e-01, -6.045411e-01
-4.019334e-03, 7.133063e-04, -2.033957e-01, -2.842531e-01
1.195631e-03, 1.440491e-04, -1.229256e-02, 5.943404e-02
6.304737e-03, -6.291940e-04, 1.939594e-01, 3.918335e-01
1.080764e-02, -1.458211e-03, 3.897516e-01, 6.805170e-01
1.427330e-02, -2.179702e-03, 5.506736e-01, 9.002856e-01
1.638279e-02, -2.643811e-03, 6.559058e-01, 1.034998e+00
1.696893e-02, -2.722183e-03, 6.908107e-01, 1.078189e+00
1.602221e-02, -2.332230e-03, 6.486855e-01, 1.031956e+00
1.368883e-02, -1.440223e-03, 5.297909e-01, 9.057647e-01
1.023925e-02, -5.974769e-05, 3.417622e-01, 7.155402e-01
6.023884e-03, 1.733506e-03, 9.924676e-02, 4.814509e-01
1.457797e-03, 3.832601e-03, -1.786563e-01, 2.285009e-01
-3.041602e-03, 6.111621e-03, -4.700102e-01, -1.655016e-02
-7.097395e-03, 8.439778e-03, -7.532374e-01, -2.293560e-01
-1.041131e-02, 1.069750e-02, -1.010578e+00, -3.917784e-01
-1.280070e-02, 1.277894e-02, -1.228345e+00, -4.949404e-01
-1.419662e-02, 1.458515e-02, -1.396375e+00, -5.380646e-01
-1.463743e-02, 1.604600e-02, -1.511676e+00, -5.264149e-01
-1.425576e-02, 1.712536e-02, -1.577600e+00, -4.700985e-01
-1.325938e-02, 1.782370e-02, -1.600878e+00, -3.827419e-01
-1.189119e-02, 1.817725e-02, -1.590069e+00, -2.793371e-01
-1.040418e-02, 1.822308e-02, -1.553855e+00, -1.755833e-01
-9.020366e-03, 1.799966e-02, -1.500731e+00, -8.564338e-02
-7.906024e-03, 1.753984e-02, -1.437952e+00, -2.028971e-02
-7.157240e-03, 1.686802e-02, -1.370537e+00, 1.415475e-02
-6.791485e-03, 1.599841e-02, -1.300620e+00, 1.639178e-02
-6.743667e-03, 1.493339e-02, -1.227102e+00, -9.553065e-03
-6.889799e-03, 1.367251e-02, -1.146635e+00, -5.554260e-02
-7.069571e-03, 1.222067e-02, -1.054918e+00, -1.106754e-01
-7.118871e-03, 1.059694e-02, -9.482262e-01, -1.631580e-01
-6.909376e-03, 8.838417e-03, -8.248304e-01, -2.028214e-01
-6.335472e-03, 7.004521e-03, -6.853240e-01, -2.205721e-01
-5.348211e-03, 5.179353e-03, -5.334158e-01, -2.101537e-01
-3.962292e-03, 3.466279e-03, -3.760991e-01, -1.690999e-01
-2.255679e-03, 1.979823e-03, -2.231994e-01, -9.902390e-02
-3.664786e-04, 8.381236e-04, -8.674306e-02, -5.668174e-03
1.534080e-03, 1.456972e-04, 2.084087e-02, 1.023583e-01
3.264025e-03, -2.172911e-05, 8.862192e-02, 2.148312e-01
4.654767e-03, 3.671841e-04, 1.089892e-01, 3.211708e-01
5.576993e-03, 1.287429e-03, 7.921056e-02, 4.118326e-01
5.968154e-03, 2.657506e-03, 2.283170e-03, 4.800329e-01
5.820593e-03, 4.344556e-03, -1.134456e-01, 5.213370e-01
5.192236e-03, 6.167109e-03, -2.543786e-01, 5.342399e-01
4.199113e-03, 7.908510e-03, -4.026028e-01, 5.202049e-01
2.998516e-03, 9.334633e-03, -5.376155e-01, 4.830607e-01
1.766690e-03, 1.021687e-02, -6.385962e-01, 4.280658e-01
6.837538e-04, 1.036133e-02, -6.868282e-01, 3.615566e-01
-9.579114e-05, 9.628846e-03, -6.677223e-01, 2.897705e-01
-4.592302e-04, 7.953884e-03, -5.724769e-01, 2.182728e-01
-3.539990e-04, 5.355441e-03, -3.993836e-01, 1.511580e-01
1.839498e-04, 1.934419e-03, -1.548438e-01, 8.909088e-02
1.068611e-03, -2.131313e-03, 1.469294e-01, 3.112120e-02
2.161856e-03, -6.600906e-03, 4.847064e-01, -2.534842e-02
3.293894e-03, -1.118851e-02, 8.324599e-01, -8.410066e-02
4.289184e-03, -1.558748e-02, 1.163055e+00, -1.486516e-01
4.997706e-03, -1.950958e-02, 1.450597e+00, -2.188231e-01
5.313380e-03, -2.269997e-02, 1.671293e+00, -2.908693e-01
5.177986e-03, -2.495345e-02, 1.810417e+00, -3.622751e-01
4.581659e-03, -2.612545e-02, 1.867135e+00, -4.337045e-01
3.579756e-03, -2.615772e-02, 1.849163e+00, -5.057933e-01
2.326218e-03, -2.511457e-02, 1.762566e+00, -5.712176e-01
1.008835e-03, -2.316537e-02, 1.612524e+00, -6.167857e-01
-1.724753e-04, -2.054264e-02, 1.413035e+00, -6.304529e-01
-1.040140e-03, -1.750716e-02, 1.186688e+00, -6.063066e-01
-1.459362e-03, -1.432492e-02, 9.578746e-01, -5.442542e-01
-1.335731e-03, -1.123575e-02, 7.476780e-01, -4.465315e-01
-6.398789e-04, -8.457094e-03, 5.728801e-01, -3.174115e-01
5.846429e-04, -6.156011e-03, 4.450364e-01, -1.644101e-01
2.222499e-03, -4.441374e-03, 3.696430e-01, 1.332520e-03
4.095211e-03, -3.353200e-03, 3.453703e-01, 1.659871e-01
5.967522e-03, -2.832901e-03, 3.623631e-01, 3.144699e-01
7.602507e-03, -2.782718e-03, 4.068809e-01, 4.329694e-01
8.781336e-03, -3.060182e-03, 4.626764e-01, 5.103698e-01
9.334860e-03, -3.505756e-03, 5.134170e-01, 5.396218e-01
9.165304e-03, -3.958612e-03, 5.446477e-01, 5.185876e-01
8.245434e-03, -4.241491e-03, 5.431228e-01, 4.501813e-01
6.645298e-03, -4.232093e-03, 5.013690e-01, 3.424445e-01
4.518200e-03, -3.852681e-03, 4.176901e-01, 2.077318e-01
2.082745e-03, -3.081292e-03, 2.961417e-01, 6.155740e-02
-4.033146e-04, -1.947790e-03, 1.458416e-01, -7.896078e-02
-2.672621e-03, -5.056865e-04, -2.154097e-02, -1.965760e-01
-4.476497e-03, 1.141448e-03, -1.914327e-01, -2.764594e-01
-5.618471e-03, 2.867218e-03, -3.488064e-01, -3.082870e-01
-5.981067e-03, 4.536383e-03, -4.803039e-01, -2.875978e-01
-5.543634e-03, 6.020387e-03, -5.758404e-01, -2.164424e-01
-4.388459e-03, 7.210386e-03, -6.296691e-01, -1.033324e-01
-2.686279e-03, 8.022542e-03, -6.404397e-01, 3.783628e-02
-6.786723e-04, 8.406432e-03, -6.112054e-01, 1.891374e-01
1.353321e-03, 8.349234e-03, -5.489817e-01, 3.307560e-01
3.123076e-03, 7.873675e-03, -4.637101e-01, 4.433485e-01
4.361800e-03, 7.022285e-03, -3.664714e-01, 5.094484e-01
4.861932e-03, 5.861332e-03, -2.683459e-01, 5.161896e-01
4.504127e-03, 4.469878e-03, -1.788190e-01, 4.570287e-01
3.277853e-03, 2.932594e-03, -1.046085e-01, 3.328615e-01
1.287279e-03, 1.334584e-03, -4.914918e-02, 1.524730e-01
-1.263506e-03, -2.442891e-04, -1.259812e-02, -6.820538e-02
-4.090531e-03, -1.737994e-03, 8.194882e-03, -3.075475e-01
-6.859677e-03, -3.091354e-03, 1.884925e-02, -5.404944e-01
-9.224304e-03, -4.259269e-03, 2.640384e-02, -7.415831e-01
-1.086432e-02, -5.205394e-03, 3.823184e-02, -8.878527e-01
-1.151992e-02, -5.903893e-03, 6.107100e-02, -9.609244e-01
-1.102929e-02, -6.340906e-03, 9.973929e-02, -9.490532e-01
-9.350480e-03, -6.506103e-03, 1.556295e-01, -8.482063e-01
-6.570438e-03, -6.384084e-03, 2.256986e-01, -6.624696e-01
-2.898063e-03, -5.959652e-03, 3.030015e-01, -4.041652e-01
1.355393e-03, -5.252140e-03, 3.796088e-01, -9.421979e-02
5.810068e-03, -4.276127e-03, 4.456032e-01, 2.400935e-01
1.005594e-02, -3.055714e-03, 4.907924e-01, 5.685093e-01
1.369821e-02, -1.613976e-03, 5.055794e-01, 8.624583e-01
1.639902e-02, 2.493122e-05, 4.813066e-01, 1.098517e+00
1.789957e-02, 1.799419e-03, 4.131895e-01, 1.258220e+00
1.805682e-02, 3.667668e-03, 2.993705e-01, 1.331116e+00
1.685994e-02, 5.579149e-03, 1.418796e-01, 1.314897e+00
1.443788e-02, 7.480090e-03, -5.341750e-02, 1.214875e+00
1.104225e-02, 9.313417e-03, -2.760044e-01, 1.044281e+00
7.014166e-03, 1.101698e-02, -5.113051e-01, 8.233966e-01
2.751864e-03, 1.255379e-02, -7.442036e-01, 5.781555e-01
-1.336120e-03, 1.389773e-02, -9.602385e-01, 3.368019e-01
-4.877614e-03, 1.502533e-02, -1.146517e+00, 1.253873e-01
-7.574500e-03, 1.590912e-02, -1.292149e+00, -3.604402e-02
-9.213667e-03, 1.652244e-02, -1.388919e+00, -1.339240e-01
-9.703930e-03, 1.683881e-02, -1.432684e+00, -1.625952e-01
-9.078446e-03, 1.683550e-02, -1.422998e+00, -1.244755e-01
-7.496024e-03, 1.649784e-02, -1.362314e+00, -3.001264e-02
-5.217585e-03, 1.581763e-02, -1.256087e+00, 1.035735e-01
-2.553064e-03, 1.478491e-02, -1.112009e+00, 2.553697e-01
1.464385e-04, 1.340088e-02, -9.400808e-01, 4.017993e-01
2.538053e-03, 1.167749e-02, -7.512885e-01, 5.195026e-01
4.325203e-03, 9.645446e-03, -5.568150e-01, 5.883382e-01
5.290710e-03, 7.358236e-03, -3.672683e-01, 5.940610e-01
5.317542e-03, 4.888856e-03, -1.916943e-01, 5.298191e-01
4.398926e-03, 2.336278e-03, -3.758692e-02, 3.969405e-01
2.636555e-03, -1.834677e-04, 8.942120e-02, 2.048543e-01
2.299952e-04, -2.547352e-03, 1.859141e-01, -2.959612e-02
-2.549008e-03, -4.634606e-03, 2.508113e-01, -2.839725e-01
-5.403408e-03, -6.329729e-03, 2.845985e-01, -5.337793e-01
-8.022505e-03, -7.548580e-03, 2.904432e-01, -7.547030e-01
-1.012392e-02, -8.244297e-03, 2.739242e-01, -9.257257e-01
-1.148377e-02, -8.416033e-03, 2.423830e-01, -1.031342e+00
-1.196218e-02, -8.111282e-03, 2.039112e-01, -1.063106e+00
-1.152400e-02, -7.428594e-03, 1.667021e-01, -1.020798e+00
-1.023625e-02, -6.513061e-03, 1.387959e-01, -9.121804e-01
-8.258211e-03, -5.539010e-03, 1.274177e-01, -7.521117e-01
-5.820951e-03, -4.688534e-03, 1.383579e-01, -5.609004e-01
-3.199744e-03, -4.131741e-03, 1.755205e-01, -3.622195e-01
-6.816519e-04, -4.023512e-03, 2.413001e-01, -1.808015e-01
1.459650e-03, -4.468199e-03, 3.350622e-01, -3.956238e-02
2.994892e-03, -5.507913e-03, 4.529104e-01, 4.337194e-02
3.766212e-03, -7.112070e-03, 5.878729e-01, 5.700831e-02
3.701212e-03, -9.175332e-03, 7.302384e-01, -1.412830e-03
2.805211e-03, -1.152297e-02, 8.678124e-01, -1.269997e-01
1.181162e-03, -1.392435e-02, 9.872119e-01, -3.064752e-01
-9.910262e-04, -1.611766e-02, 1.075356e+00, -5.197657e-01
-3.466952e-03, -1.784145e-02, 1.121322e+00, -7.418596e-01
-5.965442e-03, -1.886504e-02, 1.118030e+00, -9.461196e-01
-8.223944e-03, -1.900820e-02, 1.062159e+00, -1.109759e+00
-9.991340e-03, -1.816647e-02, 9.547452e-01, -1.214276e+00
-1.106589e-02, -1.633138e-02, 8.007316e-01, -1.245753e+00
-1.131345e-02, -1.359332e-02, 6.089009e-01, -1.195136e+00
-1.067795e-02, -1.013102e-02, 3.920389e-01, -1.060994e+00
-9.189854e-03, -6.213082e-03, 1.665532e-01, -8.520613e-01
-6.955146e-03, -2.151825e-03, -4.991645e-02, -5.837837e-01
-4.139283e-03, 1.715213e-03, -2.381736e-01, -2.764194e-01
-9.530253e-04, 5.071311e-03, -3.807098e-01, 4.553409e-02
2.368393e-03, 7.657056e-03, -4.651493e-01, 3.566154e-01
5.592903e-03, 9.273513e-03, -4.843657e-01, 6.337677e-01
8.488357e-03, 9.826517e-03, -4.387442e-01, 8.575988e-01
1.085269e-02, 9.333490e-03, -3.358763e-01, 1.014271e+00
1.253121e-02, 7.920524e-03, -1.891608e-01, 1.096522e+00
1.342784e-02, 5.809976e-03, -1.644447e-02, 1.103840e+00
1.351051e-02, 3.305150e-03, 1.609500e-01, 1.042203e+00
1.280866e-02, 7.302542e-04, 3.216349e-01, 9.226347e-01
1.140445e-02, -1.596024e-03, 4.459895e-01, 7.597367e-01
9.423912e-03, -3.402808e-03, 5.185378e-01, 5.700491e-01
7.022876e-03, -4.496204e-03, 5.297372e-01, 3.702223e-01
4.361331e-03, -4.762840e-03, 4.758215e-01, 1.750689e-01
1.610945e-03, -4.219807e-03, 3.618159e-01, -3.285272e-03
-1.062692e-03, -2.994498e-03, 2.006883e-01, -1.562721e-01
-3.507307e-03, -1.306873e-03, 1.180893e-02, -2.789837e-01
-5.591924e-03, 5.600144e-04, -1.812910e-01, -3.700457e-01
-7.225680e-03, 2.289016e-03, -3.536623e-01, -4.321160e-01
-8.351757e-03, 3.565740e-03, -4.816503e-01, -4.707254e-01
-8.949267e-03, 4.124889e-03, -5.459665e-01, -4.928698e-01
-9.029278e-03, 3.791804e-03, -5.342950e-01, -5.052602e-01
-8.631172e-03, 2.510024e-03, -4.429681e-01, -5.129237e-01
-7.825430e-03, 3.408612e-04, -2.771660e-01, -5.191549e-01
-6.704305e-03, -2.526933e-03, -5.155839e-02, -5.250393e-01
-5.379681e-03, -5.803389e-03, 2.109123e-01, -5.299813e-01
-3.975746e-03, -9.130431e-03, 4.815507e-01, -5.323580e-01
-2.622818e-03, -1.212355e-02, 7.296400e-01, -5.301982e-01
-1.451034e-03, -1.441486e-02, 9.262602e-01, -5.215649e-01
-5.677839e-04, -1.569319e-02, 1.047332e+00, -5.040834e-01
-6.189118e-05, -1.574918e-02, 1.076099e+00, -4.767635e-01
-1.275223e-06, -1.450885e-02, 1.004798e+00, -4.411585e-01
-4.303484e-04, -1.205213e-02, 8.357164e-01, -4.018901e-01
-1.364766e-03, -8.612561e-03, 5.819060e-01, -3.666801e-01
-2.775068e-03, -4.543665e-03, 2.663634e-01, -3.437508e-01
-4.588656e-03, -2.839591e-04, -7.902528e-02, -3.404327e-01
-6.694119e-03, 3.696001e-03, -4.172904e-01, -3.625539e-01
-8.949823e-03, 6.941541e-03, -7.117362e-01, -4.137581e-01
-1.120024e-02, 9.039333e-03, -9.294064e-01, -4.961030e-01
-1.328610e-02, 9.694150e-03, -1.045405e+00, -6.092097e-01
-1.505229e-02, 8.756530e-03, -1.044861e+00, -7.486956e-01
-1.635189e-02, 6.252463e-03, -9.245445e-01, -9.051792e-01
-1.706232e-02, 2.383971e-03, -6.928914e-01, -1.064881e+00
-1.711607e-02, -2.508006e-03, -3.695375e-01, -1.212465e+00
-1.648971e-02, -7.952178e-03, 1.444898e-02, -1.331808e+00
-1.521443e-02, -1.341702e-02, 4.210713e-01, -1.408062e+00
-1.336325e-02, -1.837113e-02, 8.101468e-01, -1.428261e+00
-1.104240e-02, -2.233351e-02, 1.143404e+00, -1.383911e+00
-8.407277e-03, -2.489737e-02, 1.390085e+00, -1.278841e+00
-5.635103e-03, -2.576753e-02, 1.534987e+00, -1.127396e+00
-2.932496e-03, -2.484103e-02, 1.572029e+00, -9.405852e-01
-4.985005e-04, -2.224973e-02, 1.494603e+00, -7.210847e-01
1.497370e-03, -1.830386e-02, 1.306760e+00, -4.789070e-01
2.913679e-03, -1.341229e-02, 1.029030e+00, -2.378682e-01
3.650300e-03, -8.069395e-03, 6.931955e-01, -2.516109e-02
3.676689e-03, -2.812642e-03, 3.354485e-01, 1.392697e-01
3.023448e-03, 1.845256e-03, -6.145406e-03, 2.415738e-01
1.769402e-03, 5.473776e-03, -2.973461e-01, 2.735278e-01
4.646486e-05, 7.758291e-03, -5.116926e-01, 2.340778e-01
-1.993318e-03, 8.533619e-03, -6.329768e-01, 1.279103e-01
-4.176808e-03, 7.801979e-03, -6.557410e-01, -3.436588e-02
-6.324675e-03, 5.736713e-03, -5.854547e-01, -2.364798e-01
-8.265370e-03, 2.658670e-03, -4.379082e-01, -4.576961e-01
-9.842530e-03, -1.025377e-03, -2.361636e-01, -6.750108e-01
-1.094309e-02, -4.847593e-03, -9.163548e-03, -8.664363e-01
-1.149532e-02, -8.343272e-03, 2.128913e-01, -1.013188e+00
-1.146877e-02, -1.110173e-02, 4.030087e-01, -1.100890e+00
-1.087388e-02, -1.281029e-02, 5.400693e-01, -1.120593e+00
-9.764700e-03, -1.329078e-02, 6.105413e-01, -1.070037e+00
-8.231552e-03, -1.251253e-02, 6.091654e-01, -9.530735e-01
-6.395514e-03, -1.059560e-02, 5.391177e-01, -7.796953e-01
-4.393236e-03, -7.795925e-03, 4.118747e-01, -5.655756e-01
-2.363111e-03, -4.472878e-03, 2.465157e-01, -3.299286e-01
-4.409156e-04, -1.027661e-03, 6.670065e-02, -9.386782e-02
1.261165e-03, 2.123496e-03, -1.015378e-01, 1.217864e-01
2.651246e-03, 4.605511e-03, -2.341507e-01, 2.985725e-01
3.660519e-03, 6.122407e-03, -3.123446e-01, 4.221943e-01
4.244808e-03, 6.489383e-03, -3.245454e-01, 4.834561e-01
4.383120e-03, 5.665049e-03, -2.680073e-01, 4.787860e-01
4.085271e-03, 3.747664e-03, -1.483785e-01, 4.106641e-01
3.384692e-03, 9.605780e-04, 2.089788e-02, 2.869073e-01
2.330958e-03, -2.376247e-03, 2.196441e-01, 1.196267e-01
9.854056e-04, -5.886406e-03, 4.232934e-01, -7.593707e-02
-5.725288e-04, -9.180644e-03, 6.064849e-01, -2.824750e-01
-2.256370e-03, -1.188251e-02, 7.455498e-01, -4.824894e-01
-3.972914e-03, -1.367904e-02, 8.219481e-01, -6.597861e-01
-5.630547e-03, -1.435690e-02, 8.242113e-01, -8.011074e-01
-7.146864e-03, -1.382327e-02, 7.485020e-01, -8.976020e-01
-8.438461e-03, -1.210534e-02, 5.984257e-01, -9.440544e-01
-9.437283e-03, -9.353287e-03, 3.849729e-01, -9.394209e-01
-1.009066e-02, -5.815578e-03, 1.254212e-01, -8.865774e-01
-1.036385e-02, -1.814254e-03, -1.578349e-01, -7.916699e-01
-1.024472e-02, 2.289903e-03, -4.392626e-01, -6.637668e-01
-9.744007e-03, 6.148966e-03, -6.941219e-01, -5.139599e-01
-8.886376e-03, 9.436122e-03, -9.000460e-01, -3.541705e-01
-7.719102e-03, 1.188458e-02, -1.039790e+00, -1.963970e-01
-6.308755e-03, 1.331120e-02, -1.102787e+00, -5.147882e-02
-4.738967e-03, 1.362713e-02, -1.085391e+00, 7.170317e-02
-3.114835e-03, 1.283145e-02, -9.901434e-01, 1.657997e-01
-1.528264e-03, 1.102680e-02, -8.258275e-01, 2.271442e-01
-6.460434e-05, 8.389874e-03, -6.059408e-01, 2.550214e-01
1.202413e-03, 5.153174e-03, -3.476822e-01, 2.508299e-01
2.214772e-03, 1.575739e-03, -7.055184e-02, 2.176715e-01
2.934637e-03, -2.104933e-03, 2.069198e-01, 1.597957e-01
3.351170e-03, -5.643985e-03, 4.665917e-01, 8.343134e-02
3.477708e-03, -8.825838e-03, 6.930938e-01, -3.944760e-03
3.348229e-03, -1.147602e-02, 8.751259e-01, -9.449427e-02
3.014166e-03, -1.346858e-02, 1.005713e+00, -1.804960e-01
2.548830e-03, -1.472623e-02, 1.081954e+00, -2.542451e-01
2.022905e-03, -1.521931e-02, 1.104221e+00, -3.096206e-01
1.500916e-03, -1.496000e-02, 1.075340e+00, -3.423788e-01
1.034563e-03, -1.399895e-02, 1.000065e+00, -3.502642e-01
6.564868e-04, -1.241546e-02, 8.844053e-01, -3.331983e-01
3.730722e-04, -1.029257e-02, 7.339705e-01, -2.931734e-01
1.755806e-04, -7.736941e-03, 5.552048e-01, -2.337595e-01
4.080371e-05, -4.865454e-03, 3.551895e-01, -1.597814e-01
-5.924792e-05, -1.801280e-03, 1.416213e-01, -7.668100e-02
-1.533765e-04, 1.326739e-03, -7.712996e-02, 9.773020e-03
-2.833851e-04, 4.378368e-03, -2.920847e-01, 9.266234e-02
-4.648149e-04, 7.222671e-03, -4.943508e-01, 1.666626e-01
-6.951720e-04, 9.735853e-03, -6.752573e-01, 2.281737e-01
-9.503752e-04, 1.181107e-02, -8.269457e-01, 2.754936e-01
-1.185911e-03, 1.336389e-02, -9.427029e-01, 3.088693e-01
-1.339737e-03, 1.432265e-02, -1.016288e+00, 3.301552e-01
-1.332639e-03, 1.466290e-02, -1.043764e+00, 3.435380e-01
-1.082511e-03, 1.440290e-02, -1.023830e+00, 3.549229e-01
-5.213570e-04, 1.360412e-02, -9.581922e-01, 3.707214e-01
3.937028e-04, 1.236987e-02, -8.519293e-01, 3.969994e-01
1.692066e-03, 1.084771e-02, -7.135757e-01, 4.400999e-01
3.354205e-03, 9.202401e-03, -5.543158e-01, 5.039425e-01
5.317241e-03, 7.605326e-03, -3.873898e-01, 5.893908e-01
7.472081e-03, 6.213077e-03, -2.267722e-01, 6.937049e-01
9.671320e-03, 5.151175e-03, -8.567776e-02, 8.106241e-01
1.175568e-02, 4.519063e-03, 2.408198e-02, 9.321946e-01
1.355051e-02, 4.359994e-03, 9.398653e-02, 1.048337e+00
1.489058e-02, 4.658393e-03, 1.197009e-01, 1.147869e+00
1.563747e-02, 5.337243e-03, 1.017841e-01, 1.219623e+00
1.569557e-02, 6.261744e-03, 4.599641e-02, 1.253533e+00
1.502647e-02, 7.256615e-03, -3.744722e-02, 1.241843e+00
1.366151e-02, 8.135905e-03, -1.354841e-01, 1.180593e+00
1.169836e-02, 8.718425e-03, -2.332248e-01, 1.070183e+00
9.293465e-03, 8.848183e-03, -3.153393e-01, 9.157228e-01
6.646393e-03, 8.415085e-03, -3.679248e-01, 7.267722e-01
3.980458e-03, 7.379101e-03, -3.808626e-01, 5.167121e-01
1.529386e-03, 5.774855e-03, -3.489197e-01, 3.021251e-01
-4.934122e-04, 3.711996e-03, -2.726165e-01, 1.008968e-01
-1.917968e-03, 1.360536e-03, -1.580862e-01, -6.993047e-02
-2.638057e-03, -1.064061e-03, -1.657836e-02, -1.962005e-01
-2.626361e-03, -3.305471e-03, 1.355866e-01, -2.680608e-01
-1.930491e-03, -5.126393e-03, 2.807477e-01, -2.811557e-01
-6.719614e-04, -6.322138e-03, 4.014538e-01, -2.371872e-01
9.663782e-04, -6.746143e-03, 4.822427e-01, -1.437072e-01
2.759386e-03, -6.328773e-03, 5.114142e-01, -1.341105e-02
4.459559e-03, -5.089883e-03, 4.824919e-01, 1.367643e-01
5.828354e-03, -3.145838e-03, 3.956282e-01, 2.873986e-01
6.663069e-03, -6.955995e-04, 2.577448e-01, 4.187524e-01
6.818348e-03, 2.005795e-03, 8.149724e-02, 5.130625e-01
6.225051e-03, 4.672248e-03, -1.159685e-01, 5.567062e-01
4.912262e-03, 6.991775e-03, -3.130214e-01, 5.420200e-01
2.990938e-03, 8.698148e-03, -4.881328e-01, 4.680166e-01
6.466971e-04, 9.585970e-03, -6.218262e-01, 3.405643e-01
-1.885702e-03, 9.540098e-03, -6.989893e-01, 1.715100e-01
-4.346418e-03, 8.547615e-03, -7.104932e-01, -2.250079e-02
-6.450452e-03, 6.682712e-03, -6.525599e-01, -2.203806e-01
-7.947999e-03, 4.134013e-03, -5.295824e-01, -3.996990e-01
-8.644948e-03, 1.168972e-03, -3.533486e-01, -5.391222e-01
-8.429237e-03, -1.895247e-03, -1.416239e-01, -6.211309e-01
-7.284078e-03, -4.727373e-03, 8.383482e-02, -6.341294e-01
-5.275658e-03, -7.016595e-03, 2.999156e-01, -5.728178e-01
-2.561817e-03, -8.504275e-03, 4.843076e-01, -4.394595e-01
6.295973e-04, -9.013333e-03, 6.178917e-01, -2.435588e-01
4.026005e-03, -8.468843e-03, 6.869334e-01, -8.250168e-04
7.339174e-03, -6.903711e-03, 6.845009e-01, 2.684687e-01
1.029069e-02, -4.445883e-03, 6.106233e-01, 5.415568e-01
1.264656e-02, -1.321036e-03, 4.732955e-01, 7.957159e-01
1.423949e-02, 2.183891e-03, 2.869195e-01, 1.010897e+00
1.498453e-02, 5.752279e-03, 7.018755e-02, 1.171789e+00
1.488481e-02, 9.075957e-03, -1.562982e-01, 1.269144e+00
1.402596e-02, 1.189704e-02, -3.727873e-01, 1.300699e+00
